name,category,lat,lng,address,municipality,barangay,hotline,bed_capacity,trauma_er,facility_level,capacityInfo
Kulinarya ng Tisa,supermarket,14.876135,120.798685,"Malolos, Pampanga",Malolos,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · restaurant
Santos Junk Shop,government,15.22274,120.661962,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,"Municipal, Civic & Landmark Building",Public Infrastructure & Community Landmark
Apollonia Royale,government,15.164518,120.584258,"Felicitas Street, Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,"Municipal, Civic & Landmark Building",Public Infrastructure & Community Landmark
Mesa Filipino Moderne,supermarket,15.169906,120.579688,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · restaurant
St. Ann Colleges,school,15.11776,120.607536,"Yvette Road, San Fernando, Pampanga",San Fernando,Central,+63 45 887 3176,0,False,Evacuation Shelter / Education Facility,High-Ground Evacuation Shelter · Relief Goods Depot
SAB Gas Station,gas_station,15.250145,120.858412,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Fuel Station,Gasoline & Diesel Fuel · Operational Fuel Point
Madapdap - Angeles Jeepney Terminal,government,15.225093,120.608451,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,"Municipal, Civic & Landmark Building",Public Infrastructure & Community Landmark
South Star Drug,pharmacy,15.252174,120.859406,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Pharmacy & Medical Supplies,"First-Aid, Essential Medications & Antibiotics"
Uncle John's,supermarket,15.252131,120.85938,"Jose Abad Santos Avenue, Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · convenience
Cebuana Lhuilier,supermarket,15.250119,120.858166,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · pawnbroker
MLhuillier,supermarket,15.253406,120.860026,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · pawnbroker
Cebuana Lhuillier,supermarket,15.253517,120.860088,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · pawnbroker
7-Eleven,supermarket,15.163431,120.548805,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · convenience
Metrobank,supermarket,15.174092,120.535044,"Manuel A. Roxas Highway, Clark Freeport, Pampanga",Clark Freeport,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · bank
UnionBank - Pavillion Clark,supermarket,15.173482,120.535605,"Manuel A. Roxas Highway, Clark Freeport, Pampanga",Clark Freeport,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · bank
Barney's Burger,supermarket,14.868082,120.461155,"Dinalupihan, Pampanga",Dinalupihan,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · restaurant
PTT Convinence Store,supermarket,15.173159,120.535994,"Manuel A. Roxas Highway, Clark Freeport, Pampanga",Clark Freeport,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · convenience
Jollibee,supermarket,15.178515,120.587242,"MacArthur Highway, Mabalacat, Pampanga",Mabalacat,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · fast_food
Chooks to Go,supermarket,15.17842,120.587529,"MacArthur Highway, Dau, Mabalacat City, Pampanga","Dau, Mabalacat City",Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · fast_food
Mang Inasal,supermarket,15.178498,120.587834,"Dau Access Road, Mabalacat City, Pampanga",Mabalacat City,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · fast_food
Genesis,government,15.1664,120.583527,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,"Municipal, Civic & Landmark Building",Public Infrastructure & Community Landmark
Vistillana,government,15.164991,120.591118,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,"Municipal, Civic & Landmark Building",Public Infrastructure & Community Landmark
7-Eleven,supermarket,15.164795,120.590768,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · convenience
RLN Car Accessories and Trading,supermarket,14.897994,120.86622,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · car_repair
Angel John Integrated Academy,school,14.817563,120.946019,"Narra Street, Santa Maria, Pampanga",Santa Maria,Central,+639053214397,0,False,Evacuation Shelter / Education Facility,High-Ground Evacuation Shelter · Relief Goods Depot
Funnside Ningnangan,supermarket,14.838684,120.861059,"MacArthur Highway, Guiguinto, Pampanga",Guiguinto,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · restaurant
Goddess of Peace Shrine,government,15.19324,120.534363,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,"Municipal, Civic & Landmark Building",Public Infrastructure & Community Landmark
Bonchon Chicken,supermarket,15.167907,120.581483,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · restaurant
Goldilocks,supermarket,15.167907,120.581228,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · bakery
Dairy Queen,supermarket,15.168298,120.580305,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · fast_food
Angel's Pizza,supermarket,14.839185,120.85884,"MacArthur Highway, Malolos, Pampanga",Malolos,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · fast_food
Romantic Baboy,supermarket,14.839184,120.858888,"MacArthur Highway, Malolos, Pampanga",Malolos,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · restaurant
Mercury Drug,pharmacy,14.849507,120.824164,"MacArthur Highway, Malolos, Pampanga",Malolos,Central,(045) 961-0000 / 911,0,False,Pharmacy & Medical Supplies,"First-Aid, Essential Medications & Antibiotics"
Bulacan Polytechnic College,school,14.865564,120.949411,"E. Contreras Street, Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Evacuation Shelter / Education Facility,High-Ground Evacuation Shelter · Relief Goods Depot
One Stop Travel,supermarket,15.158645,120.557637,"Friendship Highway, Angeles, Pampanga",Angeles,Central,+63456256729; +639214055903,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · travel_agency
Kryts,supermarket,14.864686,120.805111,"MacArthur Highway, Malolos, Pampanga",Malolos,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · car_parts
Bobs Car Aircon Repair,supermarket,14.850724,120.820054,"MacArthur Highway, Malolos, Pampanga",Malolos,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · car_repair
Dadson Enterprises,supermarket,14.850739,120.82001,"MacArthur Highway, Malolos, Pampanga",Malolos,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · doityourself
PRJ Computer Center,supermarket,15.038578,120.680876,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · computer
Saviour Bank,supermarket,14.912106,120.565257,"Jose Abad Santos Avenue, Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · bank
Wizard's Wink Hobby Shop,supermarket,15.125118,120.597929,"MacArthur Highway, Angeles, Pampanga",Angeles,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · anime
Nhexxus Computer Shop,government,14.855263,120.867954,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,"Municipal, Civic & Landmark Building",Public Infrastructure & Community Landmark
Sacred Heart Chapel,government,14.970105,120.753406,"Villa Angelina, Apalit, Pampanga",Apalit,Central,(045) 961-0000 / 911,0,False,"Municipal, Civic & Landmark Building",Public Infrastructure & Community Landmark
Cacutud Police Outpost,police,15.146481,120.767128,"Arayat, Pampanga",Arayat,Central,117 / 911,0,False,Police Station / Law Enforcement,24/7 Security & Search and Rescue Standby
Arayat Sports Complex,government,15.14884,120.757152,"Arayat-Magalang Road, Arayat, Pampanga",Arayat,Central,(045) 961-0000 / 911,0,False,"Municipal, Civic & Landmark Building",Public Infrastructure & Community Landmark
Motel Facility,government,15.147032,120.768731,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,"Municipal, Civic & Landmark Building",Public Infrastructure & Community Landmark
Master's Flying School Parking Lot,government,14.891628,120.854294,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,"Municipal, Civic & Landmark Building",Public Infrastructure & Community Landmark
Sacop Homes Open Grounds,government,15.224407,120.680026,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,"Municipal, Civic & Landmark Building",Public Infrastructure & Community Landmark
Khan Café,supermarket,15.166109,120.569057,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · cafe
JAB Liquor & Café,government,15.166121,120.568991,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,"Municipal, Civic & Landmark Building",Public Infrastructure & Community Landmark
Wheel Got It Tire Supply,supermarket,14.863598,120.806089,"MacArthur Highway, Malolos, Pampanga",Malolos,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · tyres
LBC,government,14.868943,120.80188,"MacArthur Highway, Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,"Municipal, Civic & Landmark Building",Public Infrastructure & Community Landmark
Ople Trading (785 Branch),supermarket,14.850753,120.808198,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · doityourself
Qualisoft Purified Water Refilling Station,supermarket,14.868479,120.792259,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · water
Bierkueche Snackhouse,government,15.163671,120.568278,"Pampanga, Pampanga",Pampanga,Central,+63 918 508 9577,0,False,"Municipal, Civic & Landmark Building",Public Infrastructure & Community Landmark
Ang Dating Daan - Lokal Ng Pandan,government,15.151416,120.604532,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,"Municipal, Civic & Landmark Building",Public Infrastructure & Community Landmark
Funnside Ningnangan,supermarket,15.165041,120.603914,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · restaurant
BPI,supermarket,15.163905,120.591329,"MacArthur Highway, Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · bank
Greenwich,supermarket,14.850005,120.823308,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · fast_food
Mang Inasal,supermarket,14.850347,120.823498,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · fast_food
Chowking,supermarket,14.850301,120.823631,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · fast_food
Jollibee,supermarket,14.849859,120.823738,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · fast_food
Dairy Queen,supermarket,14.850168,120.824186,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · fast_food
SPC,school,14.90181,120.855964,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Evacuation Shelter / Education Facility,High-Ground Evacuation Shelter · Relief Goods Depot
Basketball Court,government,14.900873,120.876206,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,"Municipal, Civic & Landmark Building",Public Infrastructure & Community Landmark
Bale Dutung,supermarket,15.129001,120.594201,"Paul Avenue, Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · restaurant
Putol Barber Shop,supermarket,14.830446,120.944316,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · hairdresser
St. Peter of Alcantara Catholic Church,government,14.809934,120.929497,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,"Municipal, Civic & Landmark Building",Public Infrastructure & Community Landmark
Pisoprint Internet Cafe,government,14.856311,120.81197,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,"Municipal, Civic & Landmark Building",Public Infrastructure & Community Landmark
MGB - RO III,government,15.024118,120.696364,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,"Municipal, Civic & Landmark Building",Public Infrastructure & Community Landmark
Mercury Drug,pharmacy,15.09247,120.827691,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Pharmacy & Medical Supplies,"First-Aid, Essential Medications & Antibiotics"
Burger Avenue,supermarket,15.091746,120.82728,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · fast_food
South Star Drug,pharmacy,15.092658,120.827836,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Pharmacy & Medical Supplies,"First-Aid, Essential Medications & Antibiotics"
Chinabank,supermarket,15.163932,120.609037,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · bank
PC Worx,supermarket,15.15277,120.591754,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · computer
Flamingo,government,15.165363,120.590908,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,"Municipal, Civic & Landmark Building",Public Infrastructure & Community Landmark
Mercury Drug,pharmacy,15.166942,120.58977,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Pharmacy & Medical Supplies,"First-Aid, Essential Medications & Antibiotics"
Southstar Drug,pharmacy,15.166508,120.590245,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Pharmacy & Medical Supplies,"First-Aid, Essential Medications & Antibiotics"
Mercury Drug,pharmacy,15.16231,120.609179,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Pharmacy & Medical Supplies,"First-Aid, Essential Medications & Antibiotics"
National Book Store,supermarket,15.162866,120.608896,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · books
Nineteen,supermarket,15.166391,120.590248,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · restaurant
Porac Bank,supermarket,15.13357,120.5917,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · bank
Megasaver,supermarket,15.135134,120.591053,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · appliance
7-Eleven,supermarket,15.148715,120.593773,"MacArthur Highway, Angeles, Pampanga",Angeles,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · convenience
Ang Dating Daan Lokal ng BLISS,government,15.202143,120.693091,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,"Municipal, Civic & Landmark Building",Public Infrastructure & Community Landmark
San Pablo Catholic Chapel,government,15.166643,120.597175,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,"Municipal, Civic & Landmark Building",Public Infrastructure & Community Landmark
Jollibee,supermarket,14.953874,120.901054,"Baliuag, Pampanga",Baliuag,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · fast_food
Greenwich,supermarket,14.953789,120.900864,"Baliuag, Pampanga",Baliuag,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · fast_food
Our Lady of Guadalupe Chapel,government,15.166112,120.598339,"Angeles City, Pampanga",Angeles City,Central,(045) 961-0000 / 911,0,False,"Municipal, Civic & Landmark Building",Public Infrastructure & Community Landmark
Chowking,supermarket,15.166967,120.584234,"Pampanga, Pampanga",Pampanga,Central,+63 945 146 5715,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · fast_food
Mister Donut,supermarket,15.167794,120.589958,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · fast_food
Porac Bank,supermarket,15.167198,120.585197,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · bank
Saint Joseph Catholic Chapel,government,15.159339,120.598123,"Angeles City, Pampanga",Angeles City,Central,(045) 961-0000 / 911,0,False,"Municipal, Civic & Landmark Building",Public Infrastructure & Community Landmark
St. Anthony of Padua Chapel,government,15.166902,120.592339,"Thomas Street, Angeles City, Pampanga",Angeles City,Central,(045) 961-0000 / 911,0,False,"Municipal, Civic & Landmark Building",Public Infrastructure & Community Landmark
St. Michael the Archangel Chapel,government,15.161881,120.585791,"Angeles City, Pampanga",Angeles City,Central,(045) 961-0000 / 911,0,False,"Municipal, Civic & Landmark Building",Public Infrastructure & Community Landmark
Sto Nino,government,15.166507,120.586148,"Raymond Street, Angeles City, Pampanga",Angeles City,Central,(045) 961-0000 / 911,0,False,"Municipal, Civic & Landmark Building",Public Infrastructure & Community Landmark
St Francis of Assisi Chapel,government,15.169756,120.58575,"Angeles City, Pampanga",Angeles City,Central,(045) 961-0000 / 911,0,False,"Municipal, Civic & Landmark Building",Public Infrastructure & Community Landmark
Sto Nino Chapel,government,15.170204,120.594998,"Angeles City, Pampanga",Angeles City,Central,(045) 961-0000 / 911,0,False,"Municipal, Civic & Landmark Building",Public Infrastructure & Community Landmark
Our Lady of the Miraculous Medal Chapel,government,15.17165,120.596742,"Angeles City, Pampanga",Angeles City,Central,(045) 961-0000 / 911,0,False,"Municipal, Civic & Landmark Building",Public Infrastructure & Community Landmark
Victory Plaridel,government,14.879328,120.864244,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,"Municipal, Civic & Landmark Building",Public Infrastructure & Community Landmark
San Agustin Barangay Hall,government,14.980877,120.753034,"San Simon, Pampanga",San Simon,Central,(045) 961-0000 / 911,0,False,"Municipal, Civic & Landmark Building",Public Infrastructure & Community Landmark
Sampaloc Barangay Hall,government,14.959636,120.757545,"Apalit, Pampanga",Apalit,Central,(045) 961-0000 / 911,0,False,"Municipal, Civic & Landmark Building",Public Infrastructure & Community Landmark
Palagui Barangay Hall,government,14.976421,120.74712,"Apalit, Pampanga",Apalit,Central,(045) 961-0000 / 911,0,False,"Municipal, Civic & Landmark Building",Public Infrastructure & Community Landmark
Santo Domingo Barangay Hall,government,14.989656,120.742244,"Minalin, Pampanga",Minalin,Central,(045) 961-0000 / 911,0,False,"Municipal, Civic & Landmark Building",Public Infrastructure & Community Landmark
Ang Dating Daan,government,15.168267,120.509264,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,"Municipal, Civic & Landmark Building",Public Infrastructure & Community Landmark
4 D.A Auto Spa Wheels,government,15.042154,120.703561,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,"Municipal, Civic & Landmark Building",Public Infrastructure & Community Landmark
LDS,government,15.161047,120.590505,"Looban, Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,"Municipal, Civic & Landmark Building",Public Infrastructure & Community Landmark
home sweet home,supermarket,14.963254,120.875604,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · confectionery
Barangay / Municipal Government Office,government,15.16616,120.608225,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,"Municipal, Civic & Landmark Building",Public Infrastructure & Community Landmark
Ang Dating Daan,government,15.31369,120.632278,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,"Municipal, Civic & Landmark Building",Public Infrastructure & Community Landmark
ANG DATING DAAN Lokal ng Mandani,government,15.236126,120.657852,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,"Municipal, Civic & Landmark Building",Public Infrastructure & Community Landmark
Antonio' Grills & Catering Services,supermarket,15.324877,120.660771,"A. Mabini Street, Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · restaurant
Sangguniang Pambarangay ng Pulung Maragul,government,15.161916,120.607692,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,"Municipal, Civic & Landmark Building",Public Infrastructure & Community Landmark
PNP Police Station / Post,police,15.018575,120.704424,"Pampanga, Pampanga",Pampanga,Central,117 / 911,0,False,Police Station / Law Enforcement,24/7 Security & Search and Rescue Standby
MC Vision Photo and Video,supermarket,15.153864,120.60498,"Magalang-Angeles Road, Pampanga, Pampanga",Pampanga,Central,+63 45 286 4955,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · photo
Chowking,supermarket,15.030401,120.71536,"North Luzon Expressway, San Fernando, Pampanga",San Fernando,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · fast_food
Jollibee,supermarket,14.841772,120.861449,"Doña Remedios Trinidad Highway, Pampanga, Pampanga",Pampanga,Central,+63 44 794 2514,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · fast_food
DWRW-FM 95.1,government,15.045763,120.689798,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,"Municipal, Civic & Landmark Building",Public Infrastructure & Community Landmark
Chowking,supermarket,14.953675,120.900402,"Gil Carlos Street, Baliuag, Pampanga",Baliuag,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · fast_food
Pandayan Bookshop,supermarket,14.954275,120.900345,"Baliuag, Pampanga",Baliuag,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · books
cv,supermarket,15.162068,120.590769,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · restaurant
19 Copung-Copung Grill,supermarket,15.161941,120.591071,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · restaurant
Fortune 2,supermarket,15.165892,120.589958,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · restaurant
Chubby Crab,supermarket,15.160457,120.582734,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · restaurant
7-Eleven,supermarket,15.12942,120.575793,"Friendship Highway, Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · convenience
Revitup Car Parts,supermarket,15.132207,120.593278,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · car
Living Water,supermarket,14.909499,120.561264,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · water
Bennett Computer Repair,supermarket,14.812386,120.867864,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · computer
Geno's Ice Cream Store,supermarket,14.801363,120.535059,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · confectionery
Nelson's LED Motorcycle Accesories Shop,supermarket,14.882328,120.822195,"Lugam Road, Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · car
Morales Guitar,government,14.968486,120.616797,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,"Municipal, Civic & Landmark Building",Public Infrastructure & Community Landmark
Bakery Store,supermarket,15.316545,120.525807,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · bakery
Water Store,supermarket,15.070097,120.739165,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · water
Lelte Sari-Sari Store,supermarket,15.068937,120.739201,"Old Street, Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · convenience
Convenience Store,supermarket,15.06882,120.739185,"Old Street, Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · convenience
Guest_house Facility,government,15.070636,120.740916,"Jose Abad Santos Avenue, Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,"Municipal, Civic & Landmark Building",Public Infrastructure & Community Landmark
Just Trading,supermarket,15.070952,120.741661,"Jose Abad Santos Avenue, Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · trade
TGP,pharmacy,15.063619,120.720392,"Arayat-Mexico road, Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Pharmacy & Medical Supplies,"First-Aid, Essential Medications & Antibiotics"
Cunanan Sari sari Store,supermarket,15.068727,120.739327,"Old Street, Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · convenience
Convenience Store,supermarket,15.069371,120.737668,"Old Street, Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · convenience
